Código IES,Nome,Sigla,Código Endereço,Denominação,Endereço,Polo,Município,UF
409,UNIVERSIDADE DE PERNAMBUCO,UPE,691686,ESCOLA POLITÉCNICA,"PRAÇA DO INTERNACIONAL, 455 - MADALENA",-,Recife,PE
409,UNIVERSIDADE DE PERNAMBUCO,UPE,2036,CAMPUS SANTO AMARO,"RUA ARNOBIO MARQUES, 310 - SANTO AMARO",-,Recife,PE
409,UNIVERSIDADE DE PERNAMBUCO,UPE,1141650,Escola Superior de Educação Física (ESEF),"Rua Arnóbio Marques, Escola Superior de Educação Física (ESEF), 310 - Santo Amaro",-,Recife,PE
409,UNIVERSIDADE DE PERNAMBUCO,UPE,1058614,CAMPUS SALGUEIRO,"AV. VEREMUNDO SOARES, BR 232 KM 509, S/N - POR TRAS DO IMIP",-,Salgueiro,PE
409,UNIVERSIDADE DE PERNAMBUCO,UPE,1073254,POLO UAB SANTA CRUZ DO CAPIBARIBE,"Avenida 29 de dezembro, 258 - Centro",A,Santa Cruz do Capibaribe,PE
409,UNIVERSIDADE DE PERNAMBUCO,UPE,1066452,CAMPUS SERRA TALHADA,"AV. AFONSO MAGALHÃES, S/N - NOSA SRA DA CONCEIÇÃO",-,Serra Talhada,PE
409,UNIVERSIDADE DE PERNAMBUCO,UPE,1078055,Polo UAB Sertânia,"Avenida Agamenon de Menezes, S/N - Centro",A,Sertânia,PE
409,UNIVERSIDADE DE PERNAMBUCO,UPE,1142492,CAMPUS SURUBIM,"Avenida Heráclito do Rego, s/n - Centro",-,Surubim,PE
409,UNIVERSIDADE DE PERNAMBUCO,UPE,2006486,Polo UAB - SURUBIM,"RUA FREI IBIAPINA, PRÓXIMO AO PSF, 300 - SÃO JOSÉ",A,Surubim,PE
409,UNIVERSIDADE DE PERNAMBUCO,UPE,2006487,Polo UAB - TABIRA,"RUA SÃO CRISTOVÃO, S/N - BAIRRO DA JUREMINHA",A,Tabira,PE
580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,1063336,Maragogi - Centro,"Praça Maridite Acioli,  - Centro",A,Maragogi,AL
580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,1072631,Afrânio - Centro,"AV. DOM MALAN, AO LADO DA BR 407, S/N - Centro",A,Afrânio,PE
580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,1082628,Águas Belas,"Terceira Travessa da rua Coronel Alfredo Duarte, S/N - Centro",A,Águas Belas,PE
580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,1063490,Carpina - São José,"Avenida Agamenon Magalhães, s/n - São José",A,Carpina,PE
580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,1173669,Campus Agreste - Centro Acadêmico do Agreste (UFPE),"Avenida Campina Grande Km 59, campus agreste, s/N - Nova Caruaru",-,Caruaru,PE
580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,1051633,Campus do Agreste Caruaru,"Rodovia BR-104 - até km 65,001 - lado ímpar, Br 104, km 59. Localidade Varzea da Picada, S/N - Divinópolis",-,Caruaru,PE
580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,1046311,Garanhuns - Santo Antônio,"Avenida Santa Terezinha, 74 - Magano",A,Garanhuns,PE
580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,2006543,Ipojuca - Centro,"RUA DO COLÉGIO, S/N - CENTRO",A,Ipojuca,PE
580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,1052012,Jaboatão dos Guararapes - Curado IV,"Rua Sete, s/n - Curado IV",A,Jaboatão dos Guararapes,PE
580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,2006542,Limoeiro - Juá,"Rua São Vicente Férrer, Escola Municipal Prof. Antônio de Souza Vilaça, 97 - Juá",A,Limoeiro,PE
580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,2006541,Olinda - Salgadinho,"Complexo de Salgadinho - Memorial Arcoverde - Parque II, s/n - Salgadinho",A,Olinda,PE
580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,1094826,Ouricuri - Zona Urbana,"Estrada vicinal do açude tamboril, Núcleo de Ensino Superior deputado Felipe Coelho, S/N - Estrada Vicinal",A,Ouricuri,PE
580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,1063485,Palmares - Centro,"Avenida José Américo de Miranda, s/n - Centro",A,Palmares,PE
580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,2006540,Pesqueira - Centro,"Av Ésio Araújo, 17 - Centro",A,Pesqueira,PE
580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,1072572,Petrolina - Vila Eduardo,"Avenida Monsenhor Ângelo Sampaio, GRE - Gerência Regional de Educação, s/n - Vila Eduarda",A,Petrolina,PE
580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,1153,Campus Universitário Cidade do Recife,"Av. Prof. Moraes Rego, 1.235 - Cidade Universitária",A,Recife,PE
580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,1052011,Recife - Madalena,"Rua Real da Torre, 299 - Madalena",A,Recife,PE
580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,1094832,Salgueiro - Nossa Senhora das Graças,"Travessa Lorival Sampaio, 395 - Nossa Senhora das Graças",A,Salgueiro,PE
580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,1064241,Santa Cruz do Capibaribe - Centro,"Av. 29 de Dezembro, 258 - Centro",A,Santa Cruz do Capibaribe,PE
580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,1046310,Surubim - São José,"Rua Frei Ibiapina, 300 - São José",A,Surubim,PE
580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,1046228,Tabira - Jureminha,"Rua São Cristovão S/N,  - Jureminha",A,Tabira,PE
580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,1046229,Trindade - Centro,"Rua 29 de Janeiro, 95 - Centro",A,Trindade,PE
580,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,24524,Campus Vitória,"Rua Do Alto do Reservatório, s/n - Bela Vista",-,Vitória de Santo Antão,PE
25275,UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO,UFAPE,1112698,Unidade SEDE,"Avenida Bom Pastor, S/N - Boa Vista",-,Garanhuns,PE
587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,154563,Polo de Camaçari,"Rua do Telegrafo, Cidade do Saber, Prédio da Capacitação, S/N - Bairo de Natal",A,Camaçari,BA
587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,1077767,Polo UAB Ilhéus,"Rua Epitácio Pessoal, nº 42, Outeiro de São Sebastião, 42 - Outeiro de São Sebastião",-,Ilhéus,BA
587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,154574,Polo Piritiba,"Rua Horácio Sampaio, S/N - Centro",A,Piritiba,BA
587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,1054577,Polo Vitória da Conquista,"Estrada do Bem querer Km 4, Campus Universitário de Vitória da Conquista, S/N - Km 4",-,Vitória da Conquista,BA
587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,154559,Polo Afrânio,"Avenida Dom Malan, S/N - Centro",A,Afrânio,PE
587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,1109357,Unidade Acadêmica de Belo Jardim,"Rodovia João Bezerra Filho, Próx. ao número 1320,  - Boa Vista",-,Belo Jardim,PE
587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,1060692,Unidade Acadêmica do Cabo de Santo Agostinho,"Gleba 4A, Sul da antiga Línha Férrea da Rede Ferroviária Federal entre os engenhos Santa Rosa e Caeté, S/N - Charneca",-,Cabo de Santo Agostinho,PE
587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,154604,Escola Senador Paulo Guerra,"Avenida Brigida de Alencar, S/N - Centro",A,Cabrobó,PE
587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,154509,Escola José de Lima Junior,"Avenida Agamenon Magalhães, S/N - Centro",-,Carpina,PE
587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,1054565,Polo Floresta,"Rua Deputado Audomar Ferraz, S/N - Centro",-,Floresta,PE
587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,4239,Unidade Acadêmica de Garanhuns,"Avenida Bom Pastor, S/N, S/N - Boa Vista",-,Garanhuns,PE
587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,154579,Polo Gravatá,"Ria Quintino Bocaiuva, S/N - Quinze de novembro",-,Gravatá,PE
587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,154567,Polo Ipojuca,"Rua do Colégio, Centro de Ensino Experimental de Ipojuca, S/N - Centro",A,Ipojuca,PE
587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,154581,Polo Jaboatão dos Guararapes,"Avenida Manoel Rabelo, S/N - eNGENHO vELHO",-,Jaboatão dos Guararapes,PE
587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,154570,Polo Limoeiro,"Rua Vicente Ferrer, 97 - Juá",-,Limoeiro,PE
587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,154580,Polo Espaço Ciência - Olinda,"Complexo Salgadinho - Memorial Arcoverde - Parque II, S/N - Varadouro",-,Olinda,PE
587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,154582,Polo Palmares,"Vila da Cohab, S/N - Centro",-,Palmares,PE
587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,154572,Polo de Apoio Presencial Monsenhor Fausto de Souza Ferraz -Pesqueira,"Avenida Ésio Araújo, 17 - Distrito Salobro",A,Pesqueira,PE
587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,1054573,Polo Petrolina,"Avenida Monsenhor Ângelo Sampaio, s/n DERE - Departamento Regional de Educação, S/N - Vila Eduardo",-,Petrolina,PE
587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,154575,Polo Recife,"Avenida Oliveira Lima, 824 - Soledade",-,Recife,PE
587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,106230,Recife,"Rua Dom Manoel de Medeiros, s/n - Dois Irmãos",A,Recife,PE
587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,1140339,POLO SALGUEIRO,"TRAVESSA LOURIVAL SAMPAIO, POLO SALGUEIRO, 395 - Centro",A,Salgueiro,PE
587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,1127450,Polo Santa Cruz do Capibaribe,"Av. Vinte e Nove de Dezembro, 258 ? Centro ? Santa Cruz do Capibaribe, Polo Santa Cruz do Capibaribe, 258 - Não informado",A,Santa Cruz do Capibaribe,PE
587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,4240,UNIDADE ACADÊMICA DE SERRA TALHADA,"FAZENDA SACO, S/N - Fazenda Saco",-,Serra Talhada,PE
587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,154659,Polo SURUBIM,"Rua Frei Ibiapina, 300, S/N - Bairro: São José",-,Surubim,PE
587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,1077760,Polo UAB de Educação a Distância Professora Maria Celeste Vidal,"Rua São Cristovão, s/n, S/N - Bairro da Jureminha",-,Tabira,PE
587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,2007121,Polo UAB - TRINDADE,"RUA FLORIANO PEIXOTO TRAVESSA COM 29 DE JANEIRO, S/N - CENTRO",A,Trindade,PE
587,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UFRPE,1140338,POLO TRIUNFO,"Rua Elias Alves de Lima, POLO TRIUNFO, s/n - Bom Jesus",A,Triunfo,PE
